timestamp,sensor_id,sensor_type,value,anomaly
2025-08-11 10:41:38,mq5_01,mq5_01,299.0,0
2025-08-11 12:28:15,mq5_01,mq5_01,310.0,1
2025-08-11 12:30:57,mq5_01,mq5_01,299.0,0
2025-08-17 00:10:52,mq5_01,mq5_01,300.0,1
2025-08-17 00:11:05,mq5_01,mq5_01,400.0,1
2025-08-17 01:11:12,mq5_01,mq5_01,4000.0,1
2025-08-17 01:11:43,mq5_01,mq5_01,5000.0,1
2025-08-17 01:11:56,mq5_01,mq5_01,50000.0,1
2025-08-17 01:14:57,mq5_01,mq5_01,2000.0,1
2025-08-17 01:15:15,mq5_01,mq5_01,1000.0,1
2025-08-17 01:26:29,mq5_01,mq5_01,1000.0,1
2025-08-17 01:26:34,mq5_01,mq5_01,3000.0,1
2025-08-17 01:26:40,mq5_01,mq5_01,100.0,1
2025-08-17 01:26:42,mq5_01,mq5_01,200.0,0
2025-08-17 01:26:44,mq5_01,mq5_01,300.0,1
2025-08-17 01:26:46,mq5_01,mq5_01,400.0,1
2025-08-17 01:26:48,mq5_01,mq5_01,500.0,1
2025-08-17 01:26:51,mq5_01,mq5_01,600.0,1
2025-08-17 01:26:53,mq5_01,mq5_01,700.0,1
2025-08-17 01:26:55,mq5_01,mq5_01,800.0,1
2025-08-17 01:26:56,mq5_01,mq5_01,900.0,1
2025-08-17 01:27:01,mq5_01,mq5_01,1000.0,1
2025-08-17 01:27:04,mq5_01,mq5_01,1100.0,1
2025-08-17 01:27:06,mq5_01,mq5_01,1200.0,1
2025-08-17 01:27:10,mq5_01,mq5_01,1300.0,1
2025-08-17 01:27:11,mq5_01,mq5_01,1400.0,1
2025-08-17 01:27:13,mq5_01,mq5_01,1500.0,1
2025-08-17 01:27:16,mq5_01,mq5_01,1600.0,1
2025-08-17 01:27:17,mq5_01,mq5_01,1700.0,1
2025-08-17 01:27:21,mq5_01,mq5_01,1800.0,1
2025-08-17 01:27:23,mq5_01,mq5_01,1900.0,1
2025-08-17 01:27:26,mq5_01,mq5_01,2000.0,1
2025-08-17 01:27:32,mq5_01,mq5_01,2100.0,1
2025-08-17 01:27:34,mq5_01,mq5_01,2200.0,1
2025-08-17 01:27:35,mq5_01,mq5_01,2300.0,1
2025-08-17 01:27:36,mq5_01,mq5_01,2400.0,1
2025-08-17 01:27:38,mq5_01,mq5_01,2500.0,1
2025-08-17 01:27:39,mq5_01,mq5_01,2600.0,1
2025-08-17 01:27:40,mq5_01,mq5_01,2700.0,1
2025-08-17 01:27:42,mq5_01,mq5_01,2800.0,1
2025-08-17 01:28:01,mq5_01,mq5_01,2900.0,1
2025-08-17 01:37:12,mq5_01,mq5_01,4000.0,1
