timestamp,raw_ppm,moving_average,rolling_median,rate_of_rise,state,gas_type
2025-08-11 12:32:03,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:32:13,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:32:23,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:32:33,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:33:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:34:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:35:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:36:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:37:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:38:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:39:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:40:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:41:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:42:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:43:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:44:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:45:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:46:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:47:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:48:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:49:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:50:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:51:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:52:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:52:33,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:52:42,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:52:52,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:53:02,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:53:12,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:53:22,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:53:32,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:53:42,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:53:52,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:54:02,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:54:12,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:54:22,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:54:33,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:54:43,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:54:53,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:55:03,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:55:13,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:55:23,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:56:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:57:13,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:57:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:57:37,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:57:47,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:57:57,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:58:07,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 12:58:21,3000,0,0,0,INSUFFICIENT_DATA,Methane
2025-08-11 12:58:27,3000,3000.0,3000.0,0.0,NORMAL,Methane
2025-08-11 12:59:27,3000,3000.0,3000.0,0.0,NORMAL,Methane
2025-08-11 13:00:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:01:07,3000,0,0,0,INSUFFICIENT_DATA,Methane
2025-08-11 13:01:19,3000,3000.0,3000.0,0.0,NORMAL,Methane
2025-08-11 13:01:34,3000,3000.0,3000.0,0.0,NORMAL,Methane
2025-08-11 13:01:44,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:01:54,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:02:04,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:02:14,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:02:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:02:34,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:03:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:04:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:05:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:06:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:07:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:08:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:09:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:10:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:11:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:12:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:13:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:14:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:15:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:16:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:17:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:18:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:19:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:20:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:21:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:22:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:23:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:24:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:25:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:26:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:27:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:28:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:29:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:30:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:31:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:32:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:33:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:34:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:35:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:36:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:37:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:38:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:39:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:40:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:41:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:42:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:43:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:44:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:45:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:46:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:47:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:48:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:49:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:50:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:51:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:52:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:53:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:54:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:55:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:56:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:57:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:58:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 13:59:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:00:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:01:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:02:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:03:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:04:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:05:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:06:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:07:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:08:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:09:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:10:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:11:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:12:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:13:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:14:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:15:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:16:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:17:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:18:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:19:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:20:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:21:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:22:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:23:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:24:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:25:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:26:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:27:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:28:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:29:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:30:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:31:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:32:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:33:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:34:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:35:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:36:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:37:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:38:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:39:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:40:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:41:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:42:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:43:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:44:13,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:44:14,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:44:26,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:44:36,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:44:46,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:44:56,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:45:06,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:45:16,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:45:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:46:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:47:08,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:47:16,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:47:26,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:47:36,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:47:46,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:47:56,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:48:11,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:48:21,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:48:31,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:48:41,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:48:51,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:49:01,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:49:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:50:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:51:43,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:51:49,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:51:57,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:52:07,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:52:17,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:52:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:53:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:54:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:55:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:55:28,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:55:36,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:55:46,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:55:56,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:56:06,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:56:16,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:56:26,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:56:36,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:56:49,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:56:57,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:57:07,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:57:17,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:57:27,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:57:37,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:58:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 14:59:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:00:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:01:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:02:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:03:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:04:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:05:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:06:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:07:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:08:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:09:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:10:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:11:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:12:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:13:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:14:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:15:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:16:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:17:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:18:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:19:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:20:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:21:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:22:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:22:46,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:22:46,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:23:07,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:23:17,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:23:28,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:23:38,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:23:48,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:23:58,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:24:08,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:24:18,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:24:28,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:24:38,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:24:48,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:24:58,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:25:08,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:25:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:26:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:26:49,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:26:58,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:27:08,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:27:18,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:27:28,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:27:38,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:27:48,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:28:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:29:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:30:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:31:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:32:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:33:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:34:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:35:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:36:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:37:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:38:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:39:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:40:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:41:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:42:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:43:24,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
2025-08-11 15:46:15,3000,3000.0,3000.0,0.0,EARLY_WARNING,Methane
